Product Name,Category,Sub-category,Techncal composition,SKU,Duration (only for Seeds),Type of grain/fruit,Seed rate,Crop/Target Crop,Insect/Disease/Deficiency,Dosage,Time of sowing /Time of application,Method of application,Geographies,Disclaimer,Season,1 lineShort Description,"USP's (For CCC, Include mode of action here)",Product Unique ID*,SKU FG Code*,Additional Information,Status*
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy384,DummyFG384,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy385,DummyFG385,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy386,DummyFG386,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"Cyperus iria (Motha), Digitaria sp.(Kuna), Dactyloctenium, Aegyptiana, Digera arevensis, Portuluca oleeracea, Commelina benghalensis, amaranthus sp., Convolvulus arvensis (Sugarcane)",1500 - 2000 ml/acre (Sugarcane),Post emergence,,,,"Rabi, Kharif",,,Dummy387,DummyFG387,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,All India,,"Rabi, Kharif",,,Dummy388,DummyFG388,Add information for searchability,Active
SHRIRAM PENDIMETHALIN,Crop Protection,Herbicide,Pendimethlin 30% EC,"250ml, 500ml, 1ltr, 5ltr",,,,Wheat,"Phalaris minor, Chenopodium album (Bathua), Melilotus alba, Anagallis arvensis (Wheat)",1000 - 1650 ml/acre,Post emergence,,,,"Rabi, Kharif","Selective post-emergence herbicide that prevents weed germination and growth, protecting crops from over 50 weed types.","o It is selective herbicide, absorbed by the roots and leaves. Affected plants die shortly after germination or following emergence from the soil
o Forms a thin layer soil surface which prevents the germination of weeds
o Inhibits cell division and cell elongation & microtubule assembly inhibition
o Destroys 51 types of annual grasses and broad-leaved weeds, thus protecting crops in the early and critical days of their growth",Dummy389,DummyFG389,Add information for searchability,Active
,Crop Protection,,,,,,,Cotton,Echinochloa spp.Euphorbia hirta Amarnanthus viridisPortulaca oleraceaTrianthema spp.Eleusine indica (Cotton),,Post emergence,,,,"Rabi, Kharif",,,Dummy390,DummyFG390,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy391,DummyFG391,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy392,DummyFG392,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy393,DummyFG393,Add information for searchability,Active
,Crop Protection,,,,,,,"Soybean, Green gram, Black gram","Echinochloa spp., Euphorbia spp., Amarnanthus viridis, Portulaca oleracea, Trianthema spp., Eleusine indica (Soybean, Green Gram, Balck Gram)",,Post emergence,,,,"Rabi, Kharif",,,Dummy394,DummyFG394,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy395,DummyFG395,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy396,DummyFG396,Add information for searchability,Active
,Crop Protection,,,,,,,Pigeon pea,"Digitaria sanguinalis(Kuna)
Digitaria arvensis(Kuna)
Amaranthus sp.
Euphorbia hirta
Trianthema sp.
Cyperus sp.(Motha)
Eragrostis sp. (Pigeon Pea)",,Post emergence,,All India,,"Rabi, Kharif",,,Dummy397,DummyFG397,Add information for searchability,Active
SHRIRAM PEND-ULTRA,Crop Protection,Herbicide,Pendimethlin 38.7% CS,"700ml, 3.5 ltr",,,,"Cotton, Chiili, Onion, Soybean","Amaranthus viridis,
Brachiaria mutica
Chenopodim album
Dinebra arabica,
Digitaria sanguinalis
Dactyloctenium aegptium
Eragrostis minor
Echinochloa colonum
Euphorbia hirta
Portulaca oleracea
Trianthema portulacastrum",600-700 ml/acre,Pre emergence,Spraying,All India,,"Rabi, Kharif","Highly efficient pre-emergence herbicide with uniform spray coverage, reduced losses, and superior weed control","o Better efficiency per drop
o Reduced photo volatile losses
o Uniformity in spray and control of weed in the field",Dummy398,DummyFG398,Add information for searchability,Active
SHRIRAM ATRAZINE,Crop Protection,Herbicide,Atrazine 50% WP,500 g,,,,Maize,"Trianthama monogyna, Digera arvensis
Echinochloa spp.,
Eleusine spp.,
Digitaria sp(Kuna),
Amaranthus viridis (Maize)",400 - 800 g/acre,Post emergence,,,,"Rabi, Kharif","Trusted pre and post-emergence solution for maize and sugarcane—fast-acting, broad-spectrum weed control with lasting impact.","o It works by inhibiting photosynthesis by binding with the DI protein site at photosystem II. It also inhibits the enzymatic activity in the targeted weeds. Lack of the photosynthesis results the death of treated plants.	
o Pre and post-emergence herbicide for the control of annual grasses and broadleaf weeds in Sugarcane and Maize.	
o Rapidly absorbed by leaves and roots of treated plants.	
o Compatible with other commonly used chemicals.






",Dummy399,DummyFG399,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"Portulaca
Phyllanthussp.
Crab grass
Euphorbia etc.(Sugarcane)",,Post emergence,,All India,,"Rabi, Kharif",,,Dummy400,DummyFG400,Add information for searchability,Active
SHRIRAM 2.4-DIMETHYL AMINE SALT,Crop Protection,Herbicide,"2, 4 Dimethyl Amine Salt 58% SL","400ml, 1ltr, 5ltr",,,,Maize,"Trianthema monogyna, Amaranthus sp., Tribulus terristeris, Boerhaavia diffusa , Euphorbia hirta, Portulaca oleracea, Cyperus sp. (Maize)",330 - 350 ml/acre (Maize),Post emergence,,,,"Rabi, Kharif",Powerful post-emergence weed control—targets broadleaf weeds and sedges in key crops without harming your harvest.,"o Forms of 2, 4-D penetrate foliage, whereas plant roots absorb the salt forms. 2, 4-D appears to be similar in action to other auxin-type herbicides. .It is absorbed by the leaves and roots and translocated in to the weed plants. 
o Shriram 2,4-D 58 % apart from effectively controlling broad leaf weeds, these also control the Cyperus sp. 
o Shriram 2,4-D 58 % has no adverse effect on crops with recommended dose 
o Shriram 2,4-D 58 % used on a wide variety of terrestrial and aquatic broadleaf weeds. It has little effect on grasses






",Dummy401,DummyFG401,Add information for searchability,Active
,Crop Protection,,,,,,,Wheat,"Chenopodium album (Bathua), Fumaria parviflora , Melillotus alba , Vicia sative , Asphodelus tenuifolius , Convolvulus arvensis (Wheat)",330 - 500 ml/acre (Wheat),Post emergence,,,,"Rabi, Kharif",,,Dummy402,DummyFG402,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy403,DummyFG403,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy404,DummyFG404,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy405,DummyFG405,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy406,DummyFG406,Add information for searchability,Active
,Crop Protection,,,,,,,Sorghum,"Cyperus iria (Motha), Digera arvensis, Convolvulus arvensis, Trianthema sp.,Tridax procumbens,Euphorbia hirta, Phyllanthus niruri 
(Sorghum)",1250 ml/acre (Sorghum),Post emergence,,,,"Rabi, Kharif",,,Dummy407,DummyFG407,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy408,DummyFG408,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy409,DummyFG409,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy410,DummyFG410,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy411,DummyFG411,Add information for searchability,Active
,Crop Protection,,,,,,,Potato,"Chenopodium album (Bathua), Asphodelus tenuifolius , Anagalis arvensis, Convolvulus arvensis,Cyperus iria , Portulaca oleracea. (Potato)",1350 ml/acre (Potato),Post emergence,,,,"Rabi, Kharif",,,Dummy412,DummyFG412,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy413,DummyFG413,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"Cyperus iria(Motha),
Digitaria sp.(Kuna),
Dactylactenium aegyptium,
Digera arvensis,
Portulaca oleracea,
Commelina benghalensis(Kankoua),
Convolvulus arvensis
(Sugarcane)",2500 ml/acre (Sugarcane),Post emergence,,All India,,"Rabi, Kharif",,,Dummy414,DummyFG414,Add information for searchability,Active
SHRIRAM FLOXY,Crop Protection,Herbicide,Oxyfluorfen 23.5% EC,"100ml, 250ml",,,,Tea,"Digiteria, Imperata, Paspalum, Borreria hispida (Tea)",260 - 400 ml/acre (Tea),Post emergence,,,,"Rabi, Kharif","Long-lasting shield against 60+ stubborn weeds in tea, onion, and garlic. Residual power with minimal leaching.","o It forms a chemical barrier on the soil surface and affects weed plants through direct contact at emergence.	
o Prolonged residual activity and shows negligible leaching.	
o Can be mixed with other herbicides.	
o Used to control of more that 60 toughest annual broadleaf and grassy weeds in vegetables, fruit, cotton, ornamentals etc.







",Dummy415,DummyFG415,Add information for searchability,Active
,Crop Protection,,,,,,,Onion & Garlic,"Chenopodium album (Bathua), Amaranthus viridis (Onion & Garlic)",160 -350 ml/acre (Onion & Garlic),,,,,"Rabi, Kharif",,,Dummy416,DummyFG416,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,All India,,"Rabi, Kharif",,,Dummy417,DummyFG417,Add information for searchability,Active
SHRIRAM 2.4-D SODIUM SALT,Crop Protection,Herbicide,"2,4-D Sodium Salt 80% WP",500 g,,,,Citrus,"Euphorbia spp.
Convolvulus arvensis, Coronopus didymus
Amaranthus viridis
Oxalis corniculata
Tribulus terrestris
Fumaria parviflora
Sonchus arvensis
(Citrus)",500 - 1300 g/acre (Citrus),Post emergence,,,,"Rabi, Kharif","Systemic, fast-acting herbicide that effectively controls broadleaf weeds across crops, with rain-safe and crop-safe performance.","o It acts as a growth inhibitor. The salts are readily absorbed by the roots, whilst esters are readily absorbed by the foliage. Translocation occurs, with accumulation principally at the meristematic regions of shoots and roots. 
o Systemic herbicide which selectively kills most broadleaf weeds by causing uncontrolled growth in them
o Needs a rain free period of 6-10 hours from application for full absorption of the chemical.",Dummy418,DummyFG418,Add information for searchability,Active
,Crop Protection,,,,,,,Grapes,"Convolvulus spp.
Tridax procumbens",1000 g/acre (Grapes),Post emergence,,,,"Rabi, Kharif",,,Dummy419,DummyFG419,Add information for searchability,Active
,Crop Protection,,,,,,,Maize,"Amaranthus viridis, Trianthema portulacastrum Phyllanthus niruri.,Euphobia geniculata,Amaranthus spinosus.Cleome chelidonii, Lagasca mollis (Maize)",500 g/acre (Maize),Post emergence,,,,"Rabi, Kharif",,,Dummy420,DummyFG420,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy421,DummyFG421,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy422,DummyFG422,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"Boerhaavia diffusa,
Chenopodium album(Bathua),
Tribulus terristris,
Portulaca oleracea,
Xanthium spp.,
Convolvulus arvensis,
Amaranthus spinosus,
Digera arvensis,
Celosia argentina. (Sugarcane)",1000 -1300 g/acre (Sugarcane),Post emergence,,,,"Rabi, Kharif",,,Dummy423,DummyFG423,Add information for searchability,Active
,Crop Protection,,,,,,,Wheat,"Leucas aspera , Chenopodium album (Bathua),Vicia sativa, ,Argemone maxicana , Fimbristylis miliacea, Anagalis arvensis, Amaranthus spinosus. (Wheat)",250-400 g/acre (Wheat),Post emergence,,,,"Rabi, Kharif",,,Dummy424,DummyFG424,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy425,DummyFG425,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy426,DummyFG426,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,,,"Rabi, Kharif",,,Dummy427,DummyFG427,Add information for searchability,Active
,Crop Protection,,,,,,,,,,,,All India,,"Rabi, Kharif",,,Dummy428,DummyFG428,Add information for searchability,Active
SHRIRAM MSM,Crop Protection,Herbicide,Metsulfuron Methyl 20% WP,16g,,,,Wheat,"Chenopodium album (Bathua), Melilotus indica,
Lathyrus aphaca,
Anagallis arvensis,
Vicia sativa,
Cirsium arvense. (Wheat)",8 g/acre (Wheat),Post emergence,Spraying,,,"Rabi, Kharif","Ultra-low dose herbicide for broadleaf weed control in wheat and sugarcane, with built-in surfactants.","It is post emergence herbicide to control broad leaf weeds
It has a very low dose and is broad spectrum
Comes with surfactants in the pack",Dummy429,DummyFG429,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"Cleome viscosa,
Solanum sp.,
Commelina benghalensis (Kankoua), Euphorbia sp.,
Digeria sp.(Sugarcane)",16 g/acre (Sugarcane),Post emergence,,All India,,"Rabi, Kharif",,,Dummy430,DummyFG430,Add information for searchability,Active
SHRIRAM JOSO,Crop Protection,Herbicide,Bispyribac Sodium 10% SC,"500 ml, 200 ml, 100 ml, 50 ml, 10 ml",,,,Rice,"Echinochloa crusgalli(Barnyard grass)
Echinochloa colonum(Jungali Rice)
Ischaemum rugosum
Cyperus sp.(Motha)
Fimbristylis miliacea , Eclipta alba , Ludwigia parviflora, Monochoria vaginalis, ,Alternanthera philoxeroides , Sphenoclcea zeylenica",80 - 100 ml/acre,Post emergence,,All India,,"Rabi, Kharif","Selective, systemic herbicide for rice that controls grasses, sedges & broadleaf weeds with quick degradation and excellent crop safety.","o It is Selective, systemic action absorbed by foliage and roots. Inhibits plant amino acid synthesis - acetohydroxyacid synthase AHAS.
o Compatible with other plant protection chemicals including carbamates and organophosphate insecticides without any adverse effect on rice	
o Has excellent rice crop selectivity and it degrades in plant system extremely fast to provide an excellent control of all major weeds	
o Effectively controls grasses, sedges and broad leaf weeds infesting rice crop both in nursery and main field",Dummy431,DummyFG431,Add information for searchability,Active
SHRIRAM DART PLUS 71,Crop Protection,Herbicide,Glyphosate 71% SG,"100 g, 1 Kg",,,,Tea,Acalypha indica,1200 g/acre,Post emergence,Spraying,,,"Rabi, Kharif","Rapid-action, non-selective systemic herbicide for total weed control within 7–12 days, with zero residual impact on subsequent crops.","o It is a non-selective, systemic herbicide of Organophosphorus group, which inhibits the EPPS synthesis in weed plant. Due to its non-selective action it kills all types of weeds.	
o Absorbed by the weed plants very rapidly and kills the plant from the root with 7-12 days after its application.	
o Kills all types of weeds if sprayed in open fields, bunds and water channels.	
o Does not affect the germination of ensuing crops and any crop can be grown after its application

",Dummy432,DummyFG432,Add information for searchability,Active
,Crop Protection,,,,,,,,Ageratum conyzoides,,,,,,"Rabi, Kharif",,,Dummy433,DummyFG433,Add information for searchability,Active
,Crop Protection,,,,,,,,"Cychorium intybus, Digera arvensis",,,,,,"Rabi, Kharif",,,Dummy434,DummyFG434,Add information for searchability,Active
,Crop Protection,,,,,,,,Cynondon dactylon,,,,,,"Rabi, Kharif",,,Dummy435,DummyFG435,Add information for searchability,Active
,Crop Protection,,,,,,,,Cyperus rotunedus (Motha),,,,,,"Rabi, Kharif",,,Dummy436,DummyFG436,Add information for searchability,Active
,Crop Protection,,,,,,,,Digitaria sanguinalis (Kuna),,,,,,"Rabi, Kharif",,,Dummy437,DummyFG437,Add information for searchability,Active
,Crop Protection,,,,,,,,Eragrostis spp.,,,,,,"Rabi, Kharif",,,Dummy438,DummyFG438,Add information for searchability,Active
,Crop Protection,,,,,,,,Ipomea digitarea,,,,,,"Rabi, Kharif",,,Dummy439,DummyFG439,Add information for searchability,Active
,Crop Protection,,,,,,,,Paspalum conjugatum,,,,,,"Rabi, Kharif",,,Dummy440,DummyFG440,Add information for searchability,Active
,Crop Protection,,,,,,,,Sida aculata,,,,All India,,"Rabi, Kharif",,,Dummy441,DummyFG441,Add information for searchability,Active
SHRIRAM FIT,Crop Protection,Herbicide,Sulfosulfuron 75 + Metsulfuron Methyl 5% WG,16 g,,,,Wheat,"Phalaris minor,",16 g/acre,Post emergence,Spraying,,,"Rabi, Kharif",,,Dummy442,DummyFG442,Add information for searchability,Active
,Crop Protection,,,,,,,,"Chenopodium sp.,(Bathua)",,,,,,"Rabi, Kharif",,,Dummy443,DummyFG443,Add information for searchability,Active
,Crop Protection,,,,,,,,"Medicago denticulata,",,,,,,"Rabi, Kharif",,,Dummy444,DummyFG444,Add information for searchability,Active
,Crop Protection,,,,,,,,"Coronopos dedymus,",,,,,,"Rabi, Kharif",,,Dummy445,DummyFG445,Add information for searchability,Active
,Crop Protection,,,,,,,,Rumex spp.,,,,,,"Rabi, Kharif",,,Dummy446,DummyFG446,Add information for searchability,Active
,Crop Protection,,,,,,,,"Melilotus alba,",,,,,,"Rabi, Kharif",,,Dummy447,DummyFG447,Add information for searchability,Active
,Crop Protection,,,,,,,,Anagallis arvensis,,,,All India,,"Rabi, Kharif",,,Dummy448,DummyFG448,Add information for searchability,Active
SHRIRAM SPEEDKILL,Crop Protection,Herbicide,Pyrazosulfuron ethyl 10% WP,"20 g, 80 g",,,,Paddy,Cyperus iria,"20 g/ 400m2 for nursery 80 g/ acre
 (main field)",Pre- emergence,Spraying,,,"Rabi, Kharif","Effective pre-emergence herbicide inhibiting ALS enzyme for broadleaf, sedge, and grass control in paddy, safe for crop rotation and soil health.","o It's herbicidal activity is derived by inhibition of Acetolactate synthase (ALS) which is essential for synthesis of amino acids.	
o Excellent in controling of Sedges and Broad Leaf weed & fairly good control of grasses.	
o Suitable for most of the crop rotation systems.	
o No adverse effect on physico chemical properties and microbial activities in the soil.",Dummy449,DummyFG449,Add information for searchability,Active
,Crop Protection,,,,,,,,Cyperus difformis,,,,,,"Rabi, Kharif",,,Dummy450,DummyFG450,Add information for searchability,Active
,Crop Protection,,,,,,,,Fimbristylis miliacea,,,,,,"Rabi, Kharif",,,Dummy451,DummyFG451,Add information for searchability,Active
,Crop Protection,,,,,,,,Monochoria vaginalis,,,,,,"Rabi, Kharif",,,Dummy452,DummyFG452,Add information for searchability,Active
,Crop Protection,,,,,,,,Ludwigia parviflora,,,,,,"Rabi, Kharif",,,Dummy453,DummyFG453,Add information for searchability,Active
,Crop Protection,,,,,,,,Echinochloa crusgalli,,,,,,"Rabi, Kharif",,,Dummy454,DummyFG454,Add information for searchability,Active
,Crop Protection,,,,,,,,Echinochloa colonum,,,,All India,,"Rabi, Kharif",,,Dummy455,DummyFG455,Add information for searchability,Active
SHRIRAM SHAASAK,Crop Protection,Herbicide,Sodium acifluorfen 16.5% + Clodinafop propargyl 8% EC,"1 Ltr, 400 ML, 200 ML",,,,Soyabean,Alternanthera v philoxeroides,400 ml/acre,Post emergence,Spraying,,,"Rabi, Kharif","Fast-acting, rain-fast post-emergence herbicide for effective broadleaf and grass weed control in soybean, boosting yields.","o It is absorbed by the leaves and roots, translocated to the growing points of weed, it inhibits the enzyme acetyl CoA carboxylase (ACC-ase) and interferes with the production of fatty acids	
o Gives early control of weeds hence no competition of weeds and Soybean crop results in better yields	
o Has very good rain fastness: it is effective even if rains 2hrs after application	
o Gives early control of weeds hence no competition of weeds and Soybean crop results in better yields",Dummy456,DummyFG456,Add information for searchability,Active
,Crop Protection,,,,,,,,Amaranthus spp.,,,,,,"Rabi, Kharif",,,Dummy457,DummyFG457,Add information for searchability,Active
,Crop Protection,,,,,,,,Celosia argentea,,,,,,"Rabi, Kharif",,,Dummy458,DummyFG458,Add information for searchability,Active
,Crop Protection,,,,,,,,Cleome viscose,,,,,,"Rabi, Kharif",,,Dummy459,DummyFG459,Add information for searchability,Active
,Crop Protection,,,,,,,,Commelina,,,,,,"Rabi, Kharif",,,Dummy460,DummyFG460,Add information for searchability,Active
,Crop Protection,,,,,,,,benghalinsis,,,,,,"Rabi, Kharif",,,Dummy461,DummyFG461,Add information for searchability,Active
,Crop Protection,,,,,,,,Dactyloctanium,,,,,,"Rabi, Kharif",,,Dummy462,DummyFG462,Add information for searchability,Active
,Crop Protection,,,,,,,,"Digera arvensis,",,,,,,"Rabi, Kharif",,,Dummy463,DummyFG463,Add information for searchability,Active
,Crop Protection,,,,,,,,Digitaria sanguinalis,,,,,,"Rabi, Kharif",,,Dummy464,DummyFG464,Add information for searchability,Active
,Crop Protection,,,,,,,,Echinochloa spp.,,,,,,"Rabi, Kharif",,,Dummy465,DummyFG465,Add information for searchability,Active
,Crop Protection,,,,,,,,Eleusine indica,,,,,,"Rabi, Kharif",,,Dummy466,DummyFG466,Add information for searchability,Active
,Crop Protection,,,,,,,,Euphorbia spp.,,,,,,"Rabi, Kharif",,,Dummy467,DummyFG467,Add information for searchability,Active
,Crop Protection,,,,,,,,Parthenium spp.,,,,,,"Rabi, Kharif",,,Dummy468,DummyFG468,Add information for searchability,Active
,Crop Protection,,,,,,,,Phyllanthus niruri,,,,,,"Rabi, Kharif",,,Dummy469,DummyFG469,Add information for searchability,Active
,Crop Protection,,,,,,,,Physalis minima,,,,,,"Rabi, Kharif",,,Dummy470,DummyFG470,Add information for searchability,Active
,Crop Protection,,,,,,,,Stellaria media,,,,,,"Rabi, Kharif",,,Dummy471,DummyFG471,Add information for searchability,Active
,Crop Protection,,,,,,,,Trianthema monogyna,,,,All India,,"Rabi, Kharif",,,Dummy472,DummyFG472,Add information for searchability,Active
SHRIRAM KOPIS-STRONG,Crop Protection,Herbicide,Quizalofop-ethyl 10% EC,"1 ltr, 500 ml, 250 ml, 100 ml",,,,Soybean,Love grass,150 -175 ml/acre,Post emergence,Spraying,,,"Rabi, Kharif",,,Dummy473,DummyFG473,Add information for searchability,Active
,Crop Protection,,,,,,,,Crab grass,,,,,,"Rabi, Kharif",,,Dummy474,DummyFG474,Add information for searchability,Active
,Crop Protection,,,,,,,,Wild finger millet,,,,,,"Rabi, Kharif",,,Dummy475,DummyFG475,Add information for searchability,Active
,Crop Protection,,,,,,,,Makra grass,,,,,,"Rabi, Kharif",,,Dummy476,DummyFG476,Add information for searchability,Active
,Crop Protection,,,,,,,,Viper grass,,,,,,"Rabi, Kharif",,,Dummy477,DummyFG477,Add information for searchability,Active
,Crop Protection,,,,,,,,Barnyard grass,,,,,,"Rabi, Kharif",,,Dummy478,DummyFG478,Add information for searchability,Active
,Crop Protection,,,,,,,,Sanwa,,,,,,"Rabi, Kharif",,,Dummy479,DummyFG479,Add information for searchability,Active
,Crop Protection,,,,,,,,Brown top millet,,,,All India,,"Rabi, Kharif",,,Dummy480,DummyFG480,Add information for searchability,Active
Shriram Chrone,Crop Protection,Insecticide,Tetraniliprole 10.08% w/w + Thiacloprid 30.25% w/w SC,"125 ml, 250 ml",,,,Paddy,"Stem Borer
Leaf Folder",125 ml/acre in 180 to 200 liters of wate,,,All India,,"Rabi, Kharif","Dual-action broad-spectrum insecticide for rapid control of Stem Borer and Leaf Folder in paddy, with built-in resistance management.","Dual mode of action for comprehensive effect
Broad Spectrum
Immediate effect
Built-in resistance management for healthy crops",Dummy481,DummyFG481,Add information for searchability,Active
Shriram Trexter,Crop Protection,Insecticide,Spinetoram 11.7% SC,"20ml,100ml,180ml",,,,"Corn, Chilli, Cotton, Brinjal, Paddy, Soybean, Tomato","Maize – Fall Armyworm
Grapes – Thrips
Chilli – Thrips, Tobacco Caterpillar & Fruit Borer.
Brinjal – Shoot and Fruit Borer
Cotton – Thrips, Tobacco, Caterpillar, Spotted Boll Worm & Pink Boll Worm
Rice – Yellow Stem Borer & Leaf Folder
Soybean – Tobacco Caterpillar
Tomato – Fruit Borer, Tobacco Caterpillar, Leaf Miner & Tomato Pinworm
Okra – Fruit Borer & Shoot and Fruit Borer
Red Gram – Pod Borer","Maize- 100 ml/acre
Corn – 100 ml/acre
Chilli – 180 ml /acre
Rice- 150 ml/acre
Grapes- 120 ml/acre
Brinjal- 180 ml/acre
Soybean- 180 ml/acre
Tomato- 180 ml/acre
Okra- 180 ml/ acre
Red gram- 180 ml/acre
Chickpea- 180 ml/acre
",At the time of pest infestion,Foliar Spraying,All India,,"Rabi, Kharif",,"Broad Spectrum & Faster Kill
Longer Duration of Protection
Unique Mode of Action.
Compatible with IPM Programs.
Excellent Crop Safety & Good Environmental Safety Pro?le
Low Mammalian Toxicity & Impact on Bene?cials.",Dummy482,DummyFG482,Add information for searchability,Active
Shriram Doppelt,Crop Protection,Fungicide,Azoxystrobin 18.2% W/W & Difenoconazole 11.4% W/W SC,"100ml, 200ml,500ml,1Ltr.",,,,"Rice, Sugarcane, Cotton, Wheat, Chilli, Tomato, Maize, Onion and Turmeric","Rice- Blast and sheath blight
Sugarcane-Red rot, Smut and rust
Cotton- Leaf spot and grey mildew
Wheat- Rust and Powdery Mildew
Chilli- Anthracnose & Powdery mildew
Tomato- Early and late blight
Maize- Blight & Downy Mildew
Onion- Purple blotch, stemphylium blight & Downy Mildew
Leaf blotch, Leaf spot & Rhizome rot","200 ml/acre
160 ml/acre (sugarcane)",Preventive application,Preventive spray,All India,,"Rabi, Kharif","Dual-action fungicide that prevents major diseases across key crops, enhancing crop health and managing resistance effectively.","Dual benefits of disease management and crop health
Synergy of 2 advanced chemistries and multi site action
Translaminar and acropetal movement
Excellent tool for resistance management",Dummy483,DummyFG483,Add information for searchability,Active
Shriram Sateer,Crop Protection,Herbicide,Tembotrione 34.4%,"57.5ml, 115ml, 230ml",,,,Corn,all types of weeds,115 ml Sateer + Surfactant (400ml) + Atrazin (400gm),12-15 DAS & 2-4 leaf stage of weeds,Spraying,All India,,"Rabi, Kharif",,"Broad spectrum control & fast action
Safe for crop",Dummy484,DummyFG484,Add information for searchability,Active
Shriram Bikuta,Crop Protection,Herbicide,Pyrithiobac Sodium 6% + Quizalofop ethyl 4% MEC.,"500ml, 1Ltr.",,,,Cotton,"Trianthema portulacastrum,
Digera arvensis,
Amaranthus viridis,
Portulaca oleracae,
Commelina benghalensis,
Dactyloctenium aegyptium
Setaria viridis",450 ml/Acre,,Foliar Application. 5-15 DAS or 2-3 Leaf Weed Stage.,,,"Rabi, Kharif","Dual-action selective herbicide for broad-spectrum weed control in cotton, minimizing spray rounds.","Mode Of Action Early post-emergence and selective herbicide. It has a dual mode of action It acts by inhibiting acetolactate synthase (ALS) and ACCase enzyme, thus ceasing cell division.
Scientifically designed one-shot solution with trust of PYNA.
Ease of Application with right dose.
Broad Spectrum Activity & Crop Selectivity.
Effective in control for narrow and broad leaf weeds
Multiple rounds of herbicide spray can be reduced",Dummy485,DummyFG485,Add information for searchability,Active
Shriram Saisho,Crop Protection,Insecticide,Dinotefuran 70% WG,34.8gm,,,,"Cotton, Paddy, Brinjal","WBPH, BPH, Jassids",34.8 gm/Acre,,34.8 gm/Acre,All India,,"Rabi, Kharif","Fast-acting insecticide controlling leafhoppers and planthoppers, boosting crop health in cotton, paddy, and brinjal.","Effective against leafhoppers (Jassids), planthoppers (BPH, WBPH) in cotton, rice and brinjal crops.
Quickly disturbs sucking behavior leading to abnormal behavior and death of target pests.
Higher efficacy, better crop health.
The concentrated formula of Shriram Saisho ensures higher efficiency in pest control, reducing the overall cost of crop protection.
Shriram Saisho not only controls pests but also promotes overall crop health, leading to better growth and development.
The fast-acting formula of Shriram Saisho ensures quick control of pests, providing immediate relief to crops.",Dummy486,DummyFG486,Add information for searchability,Active
Shriram Ciptrole SC,Crop Protection,Insecticide,Chlorantraniliprole 18.50 % SC,"10ml,30ml,60ml,150ml",,,,Paddy,"
Stem borer, Leaf folder
","
Rice – 60ml/acre
",,,,,"Rabi, Kharif","Fast-acting, broad-spectrum insecticide using green chemistry, controls stem borers, leaf folders, bollworms, and pod borers in key crops with precise dosing.","Broad Spectrum
Green Chemistry
Fast Action",Dummy487,DummyFG487,Add information for searchability,Active
,Crop Protection,,,,,,,Sugarcane,"ESB, Top shoot borer, Termites",150-250ml/acre,,Spray & Drenching in sugarcane,,,"Rabi, Kharif",,,Dummy488,DummyFG488,Add information for searchability,Active
