pincode,state,district,subDistrict,locality
142026,PUNJAB,LUDHIANA,Jagraon,Agwar Khawaja Baju
142027,PUNJAB,LUDHIANA,Ludhiana (West),Jainpur
142028,PUNJAB,LUDHIANA,Ludhiana (West),new rajguru nagar
142029,PUNJAB,LUDHIANA,Ludhiana (West),Dolon Kalan
142030,PUNJAB,LUDHIANA,Jagraon,Chhajjawal
142031,PUNJAB,LUDHIANA,Jagraon,Lakha
142032,PUNJAB,LUDHIANA,Raikot,Binjal
142033,PUNJAB,LUDHIANA,Jagraon,Lilan
142034,PUNJAB,LUDHIANA,Jagraon,Akhara
142035,PUNJAB,LUDHIANA,Jagraon,Kaunke
142036,PUNJAB,LUDHIANA,Jagraon,Galib Khurd
142037,PUNJAB,MOGA,Nihal Singhwala,Badhni Khurd
142038,PUNJAB,MOGA,Bhagha Purana,Budh Singhwala
142039,PUNJAB,MOGA,Nihal Singhwala,Bilaspur
142040,PUNJAB,MOGA,Moga,Bhullar Patti
142041,PUNJAB,MOGA,Moga,Bhinder Kalan
142042,PUNJAB,MOGA,Moga,Bhaini
142043,PUNJAB,FIROZPUR,Zira,Baggi Patni Alias Mohkamwala
142044,PUNJAB,FIROZPUR,Zira,Basti Jhandu Wali
142045,PUNJAB,MOGA,Nihal Singhwala,Manuke
142046,PUNJAB,MOGA,Nihal Singhwala,Dina
142047,PUNJAB,FIROZPUR,Zira,Alipur
142048,PUNJAB,MOGA,Moga,Darapur
142049,PUNJAB,MOGA,Bhagha Purana,Mari Mustafa
142050,PUNJAB,FIROZPUR,Zira,Buianwala
142052,PUNJAB,FIROZPUR,Firozepur,Arazi Katoria
142053,PUNJAB,MOGA,Moga,Matwani
142054,PUNJAB,MOGA,Moga,Kapura
142055,PUNJAB,MOGA,Nihal Singhwala,Saidoke
142056,PUNJAB,MOGA,Nihal Singhwala,Burj Duna
142057,PUNJAB,MOGA,Bhagha Purana,Tharaj
142058,PUNJAB,MOGA,Moga,Chak Bhaura
142060,PUNJAB,FIROZPUR,Firozepur,Gill
143001,PUNJAB,AMRITSAR,Amritsar -I,Amritsar -I
143002,PUNJAB,AMRITSAR,Amritsar -I,Amritsar -I
143005,PUNJAB,AMRITSAR,Amritsar -I,Amritsar -I
143006,PUNJAB,AMRITSAR,Amritsar -I,Amritsar -I
143008,PUNJAB,AMRITSAR,Amritsar- II,Gumtala Sub Urban
143009,PUNJAB,AMRITSAR,Amritsar -I,Angarh
143022,PUNJAB,AMRITSAR,Amritsar- II,Amritsar- II
143101,PUNJAB,AMRITSAR,Ajnala,Adliwala
143102,PUNJAB,AMRITSAR,Ajnala,Badhai Cheema
143103,PUNJAB,AMRITSAR,Ajnala,Beharwal
143105,PUNJAB,AMRITSAR,Amritsar -I,Amritsar -I
143107,PUNJAB,TARN TARAN,TARN-TARAN,Bhusse
143108,PUNJAB,AMRITSAR,Amritsar- II,Bachiwind
143109,PUNJAB,AMRITSAR,Ajnala,Bhilowal pacca
143111,PUNJAB,TARN TARAN,Khadoor Sahib,Devlanwal
143112,PUNJAB,TARN TARAN,Khadoor Sahib,Bahadurpur
143113,PUNJAB,AMRITSAR,Amritsar -I,Wadala Johal
143114,PUNJAB,AMRITSAR,Baba Bakala,Khabba Rajputan
143115,PUNJAB,AMRITSAR,Amritsar -I,Gunowal
143116,PUNJAB,AMRITSAR,Baba Bakala,Akalgarh Dhupaian
143117,PUNJAB,TARN TARAN,Khadoor Sahib,Nathuke
143118,PUNJAB,TARN TARAN,Khadoor Sahib,Hothian
143119,PUNJAB,AMRITSAR,Baba Bakala,Athwal
143149,PUNJAB,AMRITSAR,Ajnala,Bhangwan
143201,PUNJAB,AMRITSAR,Baba Bakala,Bhalojala
143202,PUNJAB,AMRITSAR,Baba Bakala,Baba Bakala
143203,PUNJAB,AMRITSAR,Baba Bakala,Kammonke
143204,PUNJAB,AMRITSAR,Baba Bakala,Dera Baba Jaimal Singh
143205,PUNJAB,AMRITSAR,Baba Bakala,Bedadpur
143301,PUNJAB,TARN TARAN,TARN-TARAN,Jhabal Kalan
143302,PUNJAB,TARN TARAN,TARN-TARAN,Bhuchar Khurd
143303,PUNJAB,TARN TARAN,Patti,Basarke
143304,PUNJAB,TARN TARAN,Patti,Kulla
143305,PUNJAB,TARN TARAN,Patti,Hardo Chak Bamba
143401,PUNJAB,TARN TARAN,TARN-TARAN,Bagrian
143402,PUNJAB,TARN TARAN,TARN-TARAN,Khabba Rajputan
143406,PUNJAB,TARN TARAN,TARN-TARAN,Bath
143407,PUNJAB,TARN TARAN,Khadoor Sahib,Fatehabad
143408,PUNJAB,TARN TARAN,TARN-TARAN,Bhai Adli
143409,PUNJAB,TARN TARAN,TARN-TARAN,Kishangarh
143410,PUNJAB,TARN TARAN,TARN-TARAN,Dhattal
143411,PUNJAB,TARN TARAN,TARN-TARAN,Banwalipur
143412,PUNJAB,TARN TARAN,Patti,Alipur
143413,PUNJAB,AMRITSAR,Amritsar- II,Bashambarpura
143414,PUNJAB,TARN TARAN,TARN-TARAN,Sarai Amanat Khan
143415,PUNJAB,TARN TARAN,Patti,Lauhka
143416,PUNJAB,TARN TARAN,Patti,Bahadhar Nagar
143419,PUNJAB,TARN TARAN,Patti,Dhul Kohna
143422,PUNJAB,TARN TARAN,Khadoor Sahib,Manak Deke
143501,PUNJAB,AMRITSAR,Amritsar- II,Amritsar- II
143502,PUNJAB,AMRITSAR,Amritsar -I,Abdal
143504,PUNJAB,AMRITSAR,Amritsar -I,Hadaitpur
143505,PUNJAB,GURDASPUR,Batala,Bahadarpur
143506,PUNJAB,GURDASPUR,Batala,Bariyar
143507,PUNJAB,GURDASPUR,Batala,dabhanwala khurd
143511,PUNJAB,GURDASPUR,Batala,ballewal
143512,PUNJAB,GURDASPUR,Gurdaspur,Buche Nangal
143513,PUNJAB,GURDASPUR,Batala,Chatha
143514,PUNJAB,GURDASPUR,Batala,Bolewal
143515,PUNJAB,GURDASPUR,Batala,Balarwal
143516,PUNJAB,GURDASPUR,Gurdaspur,Balagan
143517,PUNJAB,GURDASPUR,Gurdaspur,fulrha
143518,PUNJAB,Pathankot,Pathankot,Chhawla
143519,PUNJAB,GURDASPUR,Gurdaspur,bhatia colony
143520,PUNJAB,GURDASPUR,Gurdaspur,Aujla
143521,PUNJAB,GURDASPUR,Gurdaspur,Abul Khair
143525,PUNJAB,Pathankot,Pathankot,Adalatgarh
143526,PUNJAB,GURDASPUR,Gurdaspur,Alihar Pindi
143527,PUNJAB,GURDASPUR,Batala,aulakh khurd
143528,PUNJAB,GURDASPUR,Gurdaspur,Balwanda
143529,PUNJAB,GURDASPUR,Gurdaspur,nangal
143530,PUNJAB,GURDASPUR,Gurdaspur,Bhaini Kanian
143531,PUNJAB,GURDASPUR,Gurdaspur,Doburji
143532,PUNJAB,GURDASPUR,Gurdaspur,Alowal
143533,PUNJAB,Pathankot,Pathankot,Bela Mastgarh
143534,PUNJAB,Pathankot,Pathankot,bagigar dera
143601,PUNJAB,AMRITSAR,Amritsar -I,Athwal
143602,PUNJAB,GURDASPUR,Batala,Jhanjian Khurd
143603,PUNJAB,AMRITSAR,Ajnala,Dhurian
143604,PUNJAB,GURDASPUR,Dera Baba Nanak,Bhagtana Tulianwala
143605,PUNJAB,GURDASPUR,Dera Baba Nanak,b.s.f. head quarter
143606,PUNJAB,AMRITSAR,Ajnala,Anayatpura
144001,PUNJAB,JALANDHAR,Jalandhar - I,Jalandhar - I
144002,PUNJAB,JALANDHAR,Jalandhar -II,Sangal sohal
144003,PUNJAB,JALANDHAR,Jalandhar - I,Jalandhar - I
144004,PUNJAB,JALANDHAR,Jalandhar - I,BHATIRA
144005,PUNJAB,JALANDHAR,Jalandhar -II,Jalandhar -II
144006,PUNJAB,JALANDHAR,Jalandhar -II,Jalandhar -II
144007,PUNJAB,JALANDHAR,Jalandhar -II,Jalandhar -II
144008,PUNJAB,JALANDHAR,Jalandhar - I,Jalandhar - I
144009,PUNJAB,JALANDHAR,Jalandhar - I,LAMBA PIND
144010,PUNJAB,JALANDHAR,Jalandhar -II,Pragpur
144011,PUNJAB,JALANDHAR,Jalandhar -II,Gopalpur Alias Bidhipur
144012,PUNJAB,JALANDHAR,Jalandhar - I,JAMALPUR
144015,PUNJAB,JALANDHAR,Jalandhar - I,Jalandhar - I
144020,PUNJAB,JALANDHAR,Jalandhar - I,Fatehpur khera
144021,PUNJAB,JALANDHAR,Jalandhar -II,Nandanpur
144022,PUNJAB,JALANDHAR,Jalandhar -II,Jalandhar -II
144023,PUNJAB,JALANDHAR,Jalandhar -II,Jalandhar -II
144024,PUNJAB,JALANDHAR,Jalandhar - I,Aladinpur
144025,PUNJAB,JALANDHAR,Jalandhar -II,JAITEWALI
144026,PUNJAB,JALANDHAR,Jalandhar -II,Chak Hussainpur
144027,PUNJAB,JALANDHAR,Jalandhar - I,Jalandhar - I
144028,PUNJAB,JALANDHAR,Jalandhar -II,Chitti
144029,PUNJAB,JALANDHAR,Phillaur,Moron
144030,PUNJAB,JALANDHAR,Jalandhar - I,Kalra
144031,PUNJAB,JALANDHAR,Phillaur,Rajgomal
144032,PUNJAB,JALANDHAR,Phillaur,Chachowal
144033,PUNJAB,JALANDHAR,Phillaur,Chanian
144034,PUNJAB,JALANDHAR,Phillaur,Bundala
144035,PUNJAB,JALANDHAR,Phillaur,Sheikhupur
144036,PUNJAB,JALANDHAR,Phillaur,Fatehgarh Nihal
144037,PUNJAB,JALANDHAR,Phillaur,Bharuwal
144039,PUNJAB,JALANDHAR,Phillaur,Bhallowal
144040,PUNJAB,JALANDHAR,Shahkot,Billi Chaharmi
144041,PUNJAB,JALANDHAR,Nakodar,Adraman
144042,PUNJAB,JALANDHAR,Nakodar,Jawinde
144043,PUNJAB,JALANDHAR,Nakodar,Gura
144044,PUNJAB,JALANDHAR,Nakodar,Aulak
144101,PUNJAB,JALANDHAR,Jalandhar - I,BHAKHARIAN
144102,PUNJAB,JALANDHAR,Jalandhar - I,Chuharwali
144103,PUNJAB,JALANDHAR,Jalandhar - I,Chomon
144104,PUNJAB,JALANDHAR,Jalandhar - I,Daroli Kalan & Daroli Khurd
144105,PUNJAB,HOSHIARPUR,Hoshiarpur,Badala Mahi
144106,PUNJAB,JALANDHAR,Jalandhar - I,Bahodipur
144201,PUNJAB,JALANDHAR,Jalandhar -II,Bhatnura Labana
144202,PUNJAB,HOSHIARPUR,Dasua,Balhra
144204,PUNJAB,HOSHIARPUR,Dasua,Bagol Khurd
144205,PUNJAB,HOSHIARPUR,Dasua,Begpur
144206,PUNJAB,HOSHIARPUR,Hoshiarpur,Kukanet
144207,PUNJAB,HOSHIARPUR,Dasua,Argowal
144208,PUNJAB,HOSHIARPUR,Hoshiarpur,Bagpur
144209,PUNJAB,HOSHIARPUR,Hoshiarpur,Korat
144210,PUNJAB,HOSHIARPUR,Hoshiarpur,Chak Ladian
144211,PUNJAB,HOSHIARPUR,Mukerian,Bagowal
144212,PUNJAB,HOSHIARPUR,Dasua,Harsi Pind
144213,PUNJAB,HOSHIARPUR,Dasua,Bhanowal
144214,PUNJAB,HOSHIARPUR,Dasua,Abdullapur
144216,PUNJAB,HOSHIARPUR,Dasua,Bari
144221,PUNJAB,HOSHIARPUR,Mukerian,Bariana
144222,PUNJAB,HOSHIARPUR,Mukerian,Beh Bidhia
144223,PUNJAB,HOSHIARPUR,Mukerian,Bagrohi
144224,PUNJAB,HOSHIARPUR,Mukerian,Amroh
144301,PUNJAB,JALANDHAR,Jalandhar - I,Jalandhar - I
144302,PUNJAB,JALANDHAR,Jalandhar - I,Jalandhar - I
144303,PUNJAB,JALANDHAR,Jalandhar - I,Ghug
144305,PUNJAB,HOSHIARPUR,Dasua,Ado Chak
144306,PUNJAB,HOSHIARPUR,Dasua,Badial
144311,PUNJAB,JALANDHAR,Phillaur,Sunnra
144401,PUNJAB,KAPURTHALA,Phagwara,Hajipur
144402,PUNJAB,KAPURTHALA,Phagwara,Drawesh Pind
144403,PUNJAB,KAPURTHALA,Phagwara,Nangal Majha
144404,PUNJAB,HOSHIARPUR,Garhshankar,Chairan
144405,PUNJAB,KAPURTHALA,Phagwara,Balakpur
144406,PUNJAB,HOSHIARPUR,Garhshankar,Rihala
144407,PUNJAB,KAPURTHALA,Phagwara,Bhabiana
144408,PUNJAB,KAPURTHALA,Phagwara,Panchhat
144409,PUNJAB,JALANDHAR,Phillaur,Atta
144410,PUNJAB,LUDHIANA,Ludhiana (West),Allowal
144411,PUNJAB,KAPURTHALA,Phagwara,Chaheru
144415,PUNJAB,NAWANSHAHR,Nawanshahr,Pandrawal
144416,PUNJAB,JALANDHAR,Phillaur,Garhi Mahansingh
144417,PUNJAB,NAWANSHAHR,Nawanshahr,Begowal
144418,PUNJAB,JALANDHAR,Phillaur,Jaja Khurd
144419,PUNJAB,JALANDHAR,Phillaur,Bhar Singhpur
144421,PUNJAB,NAWANSHAHR,Nawanshahr,Bhangal Kalan
144422,PUNJAB,NAWANSHAHR,Nawanshahr,Urapur
144501,PUNJAB,NAWANSHAHR,Nawanshahr,Burj Kandhari
144502,PUNJAB,JALANDHAR,Phillaur,Dhandwar
144503,PUNJAB,NAWANSHAHR,Nawanshahr,Blakipur
144504,PUNJAB,NAWANSHAHR,Nawanshahr,Behram
144505,PUNJAB,NAWANSHAHR,Nawanshahr,Chakkalal
144506,PUNJAB,NAWANSHAHR,Nawanshahr,Bhaura
144507,PUNJAB,NAWANSHAHR,Nawanshahr,Balowal
144508,PUNJAB,NAWANSHAHR,Nawanshahr,Malpur
144509,PUNJAB,NAWANSHAHR,Nawanshahr,Khanpur
144510,PUNJAB,NAWANSHAHR,Nawanshahr,Atari
144511,PUNJAB,NAWANSHAHR,Nawanshahr,Bajjon
144512,PUNJAB,NAWANSHAHR,Nawanshahr,Khatkar Kalan
144513,PUNJAB,NAWANSHAHR,Nawanshahr,Kamam
144514,PUNJAB,NAWANSHAHR,Nawanshahr,Chuharpur
144515,PUNJAB,NAWANSHAHR,Nawanshahr,Alowal
144516,PUNJAB,NAWANSHAHR,Nawanshahr,Jaitpur
144517,PUNJAB,NAWANSHAHR,Nawanshahr,Bahlur Kalan
144518,PUNJAB,NAWANSHAHR,Nawanshahr,Dodhala
144519,PUNJAB,HOSHIARPUR,Garhshankar,Bhagtupur
144520,PUNJAB,HOSHIARPUR,Garhshankar,Aima Jattan
144521,PUNJAB,NAWANSHAHR,Balachaur,Dugri
144522,PUNJAB,NAWANSHAHR,Balachaur,Balewal
144523,PUNJAB,HOSHIARPUR,Garhshankar,Chanthu Brahmanan
144524,PUNJAB,NAWANSHAHR,Balachaur,Bholewal
144525,PUNJAB,NAWANSHAHR,Balachaur,Bharapur
144526,PUNJAB,NAWANSHAHR,Balachaur,Akliana
144527,PUNJAB,HOSHIARPUR,Garhshankar,Basiala
144528,PUNJAB,HOSHIARPUR,Garhshankar,Badesron
144529,PUNJAB,HOSHIARPUR,Garhshankar,Khushi Paddi
144530,PUNJAB,HOSHIARPUR,Garhshankar,Golewal
144531,PUNJAB,HOSHIARPUR,Garhshankar,Pakhowal
144532,PUNJAB,HOSHIARPUR,Garhshankar,Chak Gujjran
144533,PUNJAB,NAWANSHAHR,Balachaur,Bholewal
144601,PUNJAB,KAPURTHALA,Kapurthala,Moklanwala
144602,PUNJAB,KAPURTHALA,Kapurthala,RCF Kapurthala
144603,PUNJAB,KAPURTHALA,Kapurthala,Jallu Bhatti
144606,PUNJAB,KAPURTHALA,Sultanpur Lodhi,Bhaini Husekhan
144620,PUNJAB,KAPURTHALA,Sultanpur Lodhi,Bhaur
144621,PUNJAB,KAPURTHALA,Kapurthala,Balo Chak
144622,PUNJAB,KAPURTHALA,Bhulath,Bajaj
144623,PUNJAB,KAPURTHALA,Kapurthala,Alamgir
144624,PUNJAB,KAPURTHALA,Bhulath,Dabulian
144625,PUNJAB,KAPURTHALA,Kapurthala,Ahia
144626,PUNJAB,KAPURTHALA,Sultanpur Lodhi,Ahli Gatti
144628,PUNJAB,KAPURTHALA,Sultanpur Lodhi,Bhagatpur
144629,PUNJAB,JALANDHAR,Shahkot,Bharoana
144630,PUNJAB,JALANDHAR,Nakodar,Boparai
144631,PUNJAB,KAPURTHALA,Bhulath,Mand Maini Bhagu Purian
144632,PUNJAB,NAWANSHAHR,Nawanshahr,Bahua
144633,PUNJAB,JALANDHAR,Phillaur,Lakhanpal
144701,PUNJAB,JALANDHAR,Shahkot,Akalpur
144702,PUNJAB,JALANDHAR,Shahkot,Janian
144703,PUNJAB,JALANDHAR,Shahkot,Bhoepur
144801,PUNJAB,JALANDHAR,Jalandhar -II,Bhathe
144802,PUNJAB,KAPURTHALA,Kapurthala,Lakhan Kalan
144803,PUNJAB,KAPURTHALA,Kapurthala,Bhikhe Nangal
144804,PUNJAB,KAPURTHALA,Kapurthala,Bijli Nangal
144805,PUNJAB,JALANDHAR,Jalandhar -II,CRPF campus Sarai Khas
144806,PUNJAB,KAPURTHALA,Kapurthala,Ditto Nangal
144819,PUNJAB,KAPURTHALA,Sultanpur Lodhi,Dalla
145001,PUNJAB,Pathankot,Pathankot,bhamrota
145022,PUNJAB,GURDASPUR,Dhar Kalan,kamiyal
145023,PUNJAB,Pathankot,Pathankot,Bahadar Lahri
145024,PUNJAB,Pathankot,Pathankot,Barkola
145025,PUNJAB,Pathankot,Pathankot,Aima Chahngan
145026,PUNJAB,Pathankot,Pathankot,barmall
145027,PUNJAB,Pathankot,Pathankot,Adam Barwan
145029,PUNJAB,Pathankot,Pathankot,Shahpur Kandi Township
145101,PUNJAB,Pathankot,Pathankot,Chak Manhasan
146001,PUNJAB,HOSHIARPUR,Hoshiarpur,Brahmjit
146021,PUNJAB,HOSHIARPUR,Hoshiarpur,Nara
146022,PUNJAB,HOSHIARPUR,Hoshiarpur,Dagana Kalan
146023,PUNJAB,HOSHIARPUR,Hoshiarpur,Chhauni Kalan
146024,PUNJAB,HOSHIARPUR,Hoshiarpur,CHOHAL
146101,PUNJAB,HOSHIARPUR,Garhshankar,Buro Bari
146102,PUNJAB,HOSHIARPUR,Hoshiarpur,Bassi Alladin
146103,PUNJAB,HOSHIARPUR,Garhshankar,Bagan
146104,PUNJAB,HOSHIARPUR,Hoshiarpur,Chitton
146105,PUNJAB,HOSHIARPUR,Garhshankar,Bahowal
146106,PUNJAB,HOSHIARPUR,Garhshankar,Ganeshpur
146107,PUNJAB,HOSHIARPUR,Garhshankar,Hakumatpur
146108,PUNJAB,HOSHIARPUR,Garhshankar,Makhsuspur
146109,PUNJAB,HOSHIARPUR,Garhshankar,Badowan
146110,PUNJAB,HOSHIARPUR,Hoshiarpur,Bassi Mustapha
146111,PUNJAB,HOSHIARPUR,Hoshiarpur,Ajram
146112,PUNJAB,HOSHIARPUR,Hoshiarpur,Bhungarni
146113,PUNJAB,HOSHIARPUR,Hoshiarpur,Asalpur
146114,PUNJAB,HOSHIARPUR,Hoshiarpur,Dogar Mundian
146115,PUNJAB,HOSHIARPUR,Hoshiarpur,Jhojar
146116,PUNJAB,HOSHIARPUR,Dasua,Dhamian Khurd
147001,PUNJAB,PATIALA,Patiala,Bhanri
147002,PUNJAB,PATIALA,Patiala,Sahib Nagar Urf Ther i
147003,PUNJAB,PATIALA,Patiala,Patiala
147004,PUNJAB,FATEHGARH SAHIB,Fatehgarh Sahib,Jhinjhran
147005,PUNJAB,PATIALA,Patiala,Bishanpura Chhana
147006,PUNJAB,FATEHGARH SAHIB,Fatehgarh Sahib,Balpur
147007,PUNJAB,PATIALA,Patiala,Bazidpur
147021,PUNJAB,PATIALA,Rajpura,Chapar
147101,PUNJAB,PATIALA,Patiala,Bibipur
147102,PUNJAB,PATIALA,Samana,Bakraha
147103,PUNJAB,PATIALA,Patiala,Balamgarh
147104,PUNJAB,PATIALA,Nabha,Dakaunda
147105,PUNJAB,PATIALA,Samana,Dhur
147111,PUNJAB,PATIALA,Patiala,Ahru Kalan
147201,PUNJAB,PATIALA,Nabha,Chhana Nathuwali
147202,PUNJAB,FATEHGARH SAHIB,Khamanon,Baur
147203,PUNJAB,FATEHGARH SAHIB,Amloh (P),Annian
147301,PUNJAB,FATEHGARH SAHIB,Amloh (P),Ambe Majra
148001,PUNJAB,SANGRUR,Sangrur,Sangrur
148002,PUNJAB,SANGRUR,Sangrur,Badrukhan
148017,PUNJAB,SANGRUR,Dhuri,Burj Gohra
148018,PUNJAB,SANGRUR,Malerkotla,Bhari Mansa
148019,PUNJAB,SANGRUR,Malerkotla,Dilawargarh
148020,PUNJAB,SANGRUR,Malerkotla,Badechha
148021,PUNJAB,SANGRUR,Malerkotla,Asdullapur
148022,PUNJAB,SANGRUR,Malerkotla,Chaunda
148023,PUNJAB,SANGRUR,Malerkotla,Attaulapur
148024,PUNJAB,SANGRUR,Dhuri,Daulatpur
148025,PUNJAB,SANGRUR,Dhuri,Bari
148026,PUNJAB,SANGRUR,Sangrur,Alo Arkh
148027,PUNJAB,SANGRUR,Moonak,Gulahri
148028,PUNJAB,SANGRUR,Sunam,Chatha Nakta
148029,PUNJAB,SANGRUR,Sunam,cheema
148030,PUNJAB,SANGRUR,Sunam,Ladbanjara Kalan
148031,PUNJAB,SANGRUR,Sunam,Changliwala
148033,PUNJAB,SANGRUR,Moonak,Bushera
148034,PUNJAB,SANGRUR,Dhuri,MBS Wala
148035,PUNJAB,SANGRUR,Sunam,Dewangarh Alias Kaimpur
148100,PUNJAB,BARNALA,Barnala,Kaire
148101,PUNJAB,BARNALA,Barnala,Rasulpur
148102,PUNJAB,BARNALA,Barnala,Bhadaur
148103,PUNJAB,BARNALA,Barnala,Sehna
148104,PUNJAB,BARNALA,Barnala,Mahal Khurd
148105,PUNJAB,BARNALA,Barnala,Aspal kalan
148106,PUNJAB,SANGRUR,Sangrur,Sahoke
148107,PUNJAB,BARNALA,Barnala,Bilaspur Pindi
148108,PUNJAB,BARNALA,Barnala,Dhilwan (Dakhan)
148109,PUNJAB,BARNALA,Barnala,Chuhanke Kalan
151001,PUNJAB,BATHINDA,Bathinda,Bathinda
151002,PUNJAB,BATHINDA,Bathinda,Bathinda
151003,PUNJAB,BATHINDA,Bathinda,Bathinda
151004,PUNJAB,BATHINDA,Bathinda,Bathinda
151005,PUNJAB,BATHINDA,Bathinda,Naruana
151101,PUNJAB,BATHINDA,Bathinda,Gulabgarh Urf Naiwala
151102,PUNJAB,BATHINDA,Rampura Phul,Dayalpura Mirza
151103,PUNJAB,BATHINDA,Rampura Phul,Badlala
151104,PUNJAB,BATHINDA,Rampura Phul,Burj Gill
151105,PUNJAB,BATHINDA,Rampura Phul,Bhaini Kani
151106,PUNJAB,BATHINDA,Rampura Phul,Bhai Rupa
151108,PUNJAB,BATHINDA,Rampura Phul,Surjeet Pura
151111,PUNJAB,BATHINDA,Bathinda,Lehra Dhul Kot
151201,PUNJAB,BATHINDA,Bathinda,Ablu
151202,PUNJAB,MUKTSAR,Giddarbaha,Kothe Bardewala Wala
151203,PUNJAB,FARIDKOT,Faridkot,Faridkot
151204,PUNJAB,FARIDKOT,Faridkot,Khothe Gobindsar
151205,PUNJAB,FARIDKOT,Jaitu,Fatehgarh
151206,PUNJAB,BATHINDA,Rampura Phul,Neor
151207,PUNJAB,MOGA,Bhagha Purana,Bhaloor
151208,PUNJAB,FARIDKOT,Jaitu,Ran Singhwala
151209,PUNJAB,FARIDKOT,Faridkot,Bir Sikhan Wala
151210,PUNJAB,MUKTSAR,Malout,Patti Karam
151211,PUNJAB,MUKTSAR,Malout,Killianwali
151212,PUNJAB,FARIDKOT,Faridkot,Bhag Singhwala
151213,PUNJAB,FARIDKOT,Faridkot,Bhana
151301,PUNJAB,BATHINDA,Talwandi Sabo,Bangi Ruldu
151302,PUNJAB,BATHINDA,Talwandi Sabo,Chathewala
151401,PUNJAB,BATHINDA,Bathinda,Raike Kalan
151501,PUNJAB,MANSA,Budhlada,Bhakhrial
151502,PUNJAB,MANSA,Budhlada,Barah
151503,PUNJAB,MANSA,Budhlada,Birewala Dogran
151504,PUNJAB,MANSA,Mansa,Bir Khurd
151505,PUNJAB,MANSA,Sardulgarh,Bajewala
151506,PUNJAB,MANSA,Sardulgarh,Adamke
151507,PUNJAB,MANSA,Sardulgarh,Jhanda Khurd
151508,PUNJAB,MANSA,Mansa,Mussa
151509,PUNJAB,BATHINDA,Talwandi Sabo,Gehri Bara Singh
151510,PUNJAB,MANSA,Mansa,Rar
152001,PUNJAB,FIROZPUR,Firozepur,Firozepur
152002,PUNJAB,FIROZPUR,Firozepur,Attari
152003,PUNJAB,FIROZPUR,Firozepur,Basti Amritsaria Di
152004,PUNJAB,FIROZPUR,Firozepur,Basti Bela Singh
152005,PUNJAB,FIROZPUR,Zira,Ambarhar
152021,PUNJAB,FIROZPUR,Firozepur,Arie Ke
152022,PUNJAB,Fazilka,Jalalabad,Baghuwala
152023,PUNJAB,FIROZPUR,Firozepur,Atuwala Hithar
152024,PUNJAB,Fazilka,Jalalabad,Aatu Wala
152025,PUNJAB,MUKTSAR,Muktsar,Bari Hari Urf Harike Kalan
152026,PUNJAB,MUKTSAR,Muktsar,Basti Chack Ramnagar
152028,PUNJAB,FIROZPUR,Zira,Jhanda Bagga Purana
152031,PUNJAB,MUKTSAR,Giddarbaha,Kothe Aman Garh
152032,PUNJAB,MUKTSAR,Muktsar,Bhangchari
152033,PUNJAB,Fazilka,Jalalabad,Chak Chhapriwala
152101,PUNJAB,MUKTSAR,Giddarbaha,Peori
152107,PUNJAB,MUKTSAR,Malout,Burjan
152112,PUNJAB,MUKTSAR,Malout,Bhalerian
152113,PUNJAB,MUKTSAR,Malout,Mehna
152114,PUNJAB,MUKTSAR,Malout,Arniwala Waziran
152115,PUNJAB,MUKTSAR,Malout,Mehmud Khera
152116,PUNJAB,Fazilka,Abohar,Abohar
152117,PUNJAB,Fazilka,Abohar,Bahadar Khera
152118,PUNJAB,Fazilka,Abohar,Himatpura
152121,PUNJAB,Fazilka,Fazilka,Azamwala
152122,PUNJAB,Fazilka,Fazilka,Jhumianwali
152123,PUNJAB,Fazilka,Fazilka,Chak Dabwala
152124,PUNJAB,Fazilka,Fazilka,Dhani Sarabjit Singh
152128,PUNJAB,Fazilka,Abohar,Sappanwali
152132,PUNJAB,Fazilka,Abohar,Acharki
160001,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160002,CHANDIGARH,CHANDIGARH,Chandigarh,Bair Majra
160003,CHANDIGARH,CHANDIGARH,Chandigarh,Raipur Khurd
160004,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160009,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160011,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160012,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160014,PUNJAB,RUPNAGAR,Kharar,Chahar Majra
160015,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160017,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160018,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160019,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160020,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160022,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160023,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160025,CHANDIGARH,CHANDIGARH,Chandigarh,Maloya
160030,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160036,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160043,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160047,CHANDIGARH,CHANDIGARH,Chandigarh,Chandigarh
160055,PUNJAB,RUPNAGAR,S.A.S.Nagar (Mohali),Bar Majra
